DATE,PRCP,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT08,WT11,WT13,WT16,WT17,WT18,WT19,WT22
12/24/18,0,,35,31,,,,,,,,,,,
12/25/18,0,,33,25,,,,1,,,,,,,
12/26/18,0,,47,31,1,,,1,,,,,,,
12/27/18,0.21,,47,33,1,,,1,,,,,,,
12/28/18,0.04,,57,35,1,,,,,,,,,,
12/29/18,0.02,,35,28,,,,,,,,,,,
12/30/18,0.02,,35,28,,,,,,,,,,,
12/31/18,0.72,,47,30,,,,,,,,,,,
01/01/19,0,,43,25,,,,,,,,,,,
01/02/19,0.03,,35,25,1,,,1,,,,,,,
01/03/19,0,,37,31,,,,,,,,,,,
01/04/19,0,,49,30,,,,,,,,,,,
01/05/19,0,,50,26,1,,,1,,,,,,,
01/06/19,0,,41,31,,,,,,,,,,,
01/07/19,0.07,,53,30,,,,,,,,,,,
01/08/19,0.04,,53,35,,,,,,,,,,,
01/09/19,0,,35,24,,,,,,,,,,,
01/10/19,0,,27,21,,,,,,,,,,,
01/11/19,0,,30,18,,,,,,,,,,,
01/12/19,0,,31,25,,,,,,,,,,,
01/13/19,0,,31,19,,,,,,,,,,,
01/14/19,0,,34,15,,,,,,,,,,,
01/15/19,0,,28,25,,,,,,,,,,,
01/16/19,0,,33,19,,,,,,,,,,,
01/17/19,0,,32,19,,,,,,,,,,,
01/18/19,0,,31,27,,,,,,,,,,,
01/19/19,0.15,,27,18,,,,,,,,,,,
01/20/19,0,,18,0,,,,,,,,,,,
01/21/19,0,,16,-4,,,,,,,,,,,
01/22/19,0.17,,31,3,,,,,,,,,,,
01/23/19,0.36,,43,31,,,,,,,,,,,
01/24/19,0,,32,24,,,,,,,,,,,
01/25/19,0,,24,10,,,,,,,,,,,
01/26/19,0.01,,20,6,,,,,,,,,,,
01/27/19,0.05,,19,1,,,,,,,,,,,
01/28/19,0.1,,35,0,,,,,,,,,,,
01/29/19,0,,28,2,,,,,,,,,,,
01/30/19,0,,2,-12,,,,,,,,,,,
01/31/19,0,,3,-12,,,,,,,,,,,
02/01/19,0,,13,-1,,,,,,,,,,,
02/02/19,0,,40,11,,,,,,,,,,,
02/03/19,0,,54,35,,,,,,,,,,,
02/04/19,0.09,,52,43,,,,,,,,,,,
02/05/19,0,,49,27,,,,,,,,,,,
02/06/19,0.33,,34,27,,,,,,,,,,,
02/07/19,0.04,,55,31,,,,,,,,,,,
02/08/19,0,,37,14,,,,,,,,,,,
02/09/19,0,,24,11,,,,,,,,,,,
02/10/19,0.02,,26,16,,,,,,,,,,,
02/11/19,0,,30,22,,,,,,,,,,,
02/12/19,0.42,,35,26,,,,,,,,,,,
02/13/19,0,,30,20,,,,,,,,,,,
02/14/19,0,,42,18,,,,,,,,,,,
02/15/19,0,,42,21,,,,,,,,,,,
02/16/19,0,,27,21,,,,,,,,,,,
02/17/19,0.08,,26,22,,,,,,,,,,,
02/18/19,0.01,,29,13,,,,,,,,,,,
02/19/19,0,,30,9,,,,,,,,,,,
02/20/19,0.01,,37,20,,,,,,,,,,,
02/21/19,0,,40,30,,,,,,,,,,,
02/22/19,0,,36,24,,,,,,,,,,,
02/23/19,0,,38,26,,,,,,,,,,,
02/24/19,0.16,,49,26,,,,,,,,,,,
02/25/19,0,,27,17,,,,,,,,,,,
02/26/19,0,,24,16,,,,,,,,,,,
02/27/19,0.04,,25,16,,,,,,,,,,,
02/28/19,0,,25,5,,,,,,,,,,,
03/01/19,0,,31,13,,,,,,,,,,,
03/02/19,0,,35,24,,,,,,,,,,,
03/03/19,,,28,16,,,,,,,,,,,
03/04/19,,,18,8,,,,,,,,,,,
03/05/19,,,21,9,,,,,,,,,,,
03/06/19,0,,22,9,,,,,,,,,,,
03/07/19,0,,27,16,,,,,,,,,,,
03/08/19,0,,36,15,,,,,,,,,,,
03/09/19,0.49,,37,19,,,,,,,,,,,
03/10/19,0.02,,48,35,,,,,,,,,,,
03/11/19,0,,42,29,,,,,,,,,,,
03/12/19,0,,43,21,,,,,,,,,,,
03/13/19,0,,53,30,,,,,,,,,,,
03/14/19,0.3,,63,39,,,,,,,,,,,
03/15/19,0.05,,48,34,,,,,,,,,,,
03/16/19,0,,37,28,,,,,,,,,,,
03/17/19,0,,38,20,,,,,,,,,,,
03/18/19,0,,42,26,,,,,,,,,,,
03/19/19,0,,48,25,,,,,,,,,,,
03/20/19,0.04,,49,29,,,,,,,,,,,
03/21/19,0.01,,43,38,,,,,,,,,,,
03/22/19,0.01,,43,30,,,,,,,,,,,
03/23/19,0,,49,25,,,,,,,,,,,
03/24/19,0,,55,32,,,,,,,,,,,
03/25/19,0,,44,28,,,,,,,,,,,
03/26/19,0,,43,25,,,,,,,,,,,
03/27/19,0,,51,26,,,,,,,,,,,
03/28/19,0,,67,39,,,,,,,,,,,
03/29/19,0.02,,51,38,,,,,,,,,,,
03/30/19,1.19,,44,31,,,,,,,,,,,
03/31/19,0.01,,33,24,,,,,,,,,,,
04/01/19,0,,42,24,,,,,,,,,,,
04/02/19,0,,53,33,,,,,,,,,,,
04/03/19,0,,54,40,,,,,,,,,,,
04/04/19,0,,43,33,,,,,,,,,,,
04/05/19,0.01,,58,35,,,,,,,,,,,
04/06/19,0,,66,45,,,,,,,,,,,
04/07/19,0.03,,68,42,,,,,,,,,,,
04/08/19,0,,72,57,,,,,,,,,,,
04/09/19,0,,63,46,,,,,,,,,,,
04/10/19,0.01,,46,33,,,,,,,,,,,
04/11/19,0.02,,47,32,,,,,,,,,,,
04/12/19,0.09,,66,43,,,,,,,,,,,
04/13/19,0,,59,42,,,,,,,,,,,
04/14/19,0.43,,42,35,,,,,,,,,,,
04/15/19,0,,55,35,,,,,,,,,,,
04/16/19,0.01,,55,39,,,,,,,,,,,
04/17/19,0.01,,57,43,,,,,,,,,,,
04/18/19,0.09,,70,49,,,,,,,,,,,
04/19/19,0.49,,49,39,,,,,,,,,,,
04/20/19,0.82,,44,38,,,,,,,,,,,
04/21/19,0,,66,42,,,,,,,,,,,
04/22/19,0,,69,45,,,,,,,,,,,
04/23/19,0.05,,71,47,,,,,,,,,,,
04/24/19,0,,61,39,,,,,,,,,,,
04/25/19,0.47,,57,46,,,,,,,,,,,
04/26/19,0.7,,61,45,,,,,,,,,,,
04/27/19,0.18,,53,37,,,,,,,,,,,
04/28/19,0.09,,54,35,,,,,,,,,,,
04/29/19,0.25,,45,36,,,,,,,,,,,
04/30/19,0.93,,49,41,,,,,,,,,,,
05/01/19,1.11,,69,44,,,,,,,,,,,
05/02/19,0.09,,58,45,,,,,,,,,,,
05/03/19,0.05,,52,43,,,,,,,,,,,
05/04/19,0,,60,44,,,,,,,,,,,
05/05/19,0,,66,39,,,,,,,,,,,
05/06/19,0.08,,74,48,,,,,,,,,,,
05/07/19,0.27,,50,40,,,,,,,,,,,
05/08/19,0,,60,40,,,,,,,,,,,
05/09/19,0.12,,73,50,,,,,,,,,,,
05/10/19,0.03,,65,49,,,,,,,,,,,
05/11/19,0,,53,39,,,,,,,,,,,
05/12/19,0.18,,54,43,1,,,1,,,,,,,
05/13/19,0.04,,52,43,,,,,,,,,,,
05/14/19,0,,69,40,,,,,,,,,,,
05/15/19,0,,74,49,,,,,,,,,,,
05/16/19,0,,76,46,,,,,,,,,,,
05/17/19,0,,67,52,,,,,,,,,,,
05/18/19,0.18,,68,48,,,,,,,,,,,
05/19/19,0.64,,79,53,,,,,,,,,,,
05/20/19,0,,63,46,,,,,,,,,,,
05/21/19,0,,63,43,,,,,,,,,,,
05/22/19,0.17,,69,50,,,,,,,,,,,
05/23/19,0.12,,80,56,,,,,,,,,,,
05/24/19,0.08,,65,53,,,,,,,,,,,
05/25/19,0.12,,86,57,,,,,,,,,,,
05/26/19,0.27,,70,52,,,,,,,,,,,
05/27/19,0.09,,73,47,1,,,,,,,,,,
05/28/19,0.04,,81,57,,,,,,,,,,,
05/29/19,0.15,,66,54,,,,,,,,,,,
05/30/19,0.15,,72,59,,,,,,,,,,,
05/31/19,0,,82,52,,,,,,,,,,,
06/01/19,0.74,,77,61,,,,,,,,,,,
06/02/19,0,,72,49,,,,,,,,,,,
06/03/19,0,,64,46,,,,,,,,,,,
06/04/19,0,,75,52,,,,,,,,,,,
06/05/19,0.32,,78,63,,,,,,,,,,,
06/06/19,0,,74,57,,,,,,,,,,,
06/07/19,0,,78,57,,,,,,,,,,,
06/08/19,0,,79,55,,,,,,,,,,,
06/09/19,0,,76,64,,,,,,,,,,,
06/10/19,0.16,,72,56,,,,,,,,,,,
06/11/19,0,,78,50,,,,,,,,,,,
06/12/19,0.14,,76,57,,,,,,,,,,,
06/13/19,0.27,,67,54,,,,,,,,,,,
06/14/19,0,,73,48,,,,,,,,,,,
06/15/19,0.02,,71,58,,,,,,,,,,,
06/16/19,0.29,,62,56,,,,,,,,,,,
06/17/19,0,,71,57,,,,,,,,,,,
06/18/19,0,,78,57,,,,,,,,,,,
06/19/19,0,,81,60,,,,,,,,,,,
06/20/19,0.41,,66,58,,,,,,,,,,,
06/21/19,0,,79,54,,,,,,,,,,,
06/22/19,0,,77,52,,,,,,,,,,,
06/23/19,0,,79,53,,,,,,,,,,,
06/24/19,0.07,,80,66,,,,,,,,,,,
06/25/19,0,,85,64,,,,,,,,,,,
06/26/19,0,,88,70,,,,,,,,,,,
06/27/19,0,,88,68,,,,,,,,,,,
06/28/19,0,,90,68,,,,,,,,,,,
06/29/19,0.04,,90,73,,,,,,,,,,,
06/30/19,0,,82,65,,,,,,,,,,,
07/01/19,0,,89,62,,,,,,,,,,,
07/02/19,0.76,,92,71,1,,1,1,,,,,,,
07/03/19,0.01,,85,71,1,,,,,,,,,,
07/04/19,0,,88,66,,,,1,,,,,,,
07/05/19,0.71,,93,73,,1,,1,,,,,,,
07/06/19,0.63,,85,69,1,,1,1,,,,,,,
07/07/19,0,,82,65,,,,1,,,,,,,
07/08/19,0,,79,59,,,,,,,,,,,
07/09/19,0,,82,60,,,,,,,,,,,
07/10/19,0,,90,64,,,,,,,,,,,
07/11/19,0,,87,67,,,,,,,,,,,
07/12/19,0,,81,62,,,,,,,,,,,
07/13/19,0,,91,65,,,,,,,,,,,
07/14/19,0,,82,68,,,,,,,,,,,
07/15/19,0.26,,90,64,1,,,,,,,,,,
07/16/19,0.56,,82,72,1,,1,1,,,,,,,
07/17/19,0.01,,89,72,,,,,,,,,,,
07/18/19,0,,89,66,,,,,,,,,,,
07/19/19,0.17,,94,75,1,,1,,,,,,,,
07/20/19,0.04,,96,75,1,,,1,,,,,,,
07/21/19,0.1,,81,68,1,,,,,,,,,,
07/22/19,0.02,,78,64,,,,,,,,,,,
07/23/19,0.05,,80,58,,,1,,,,,,,,
07/24/19,0,,81,59,,,,,,,,,,,
07/25/19,0,,85,64,,,,,,,,,,,
07/26/19,0,,84,67,,,,,,,,,,,
07/27/19,0,,87,71,,,,,,,,,,,
07/28/19,0.11,,90,72,,,,,,,,,,,
07/29/19,0.38,,93,71,,,,,,,,,,,
07/30/19,0,,87,68,,,,,,,,,,,
07/31/19,0,,80,64,,,,,,,,,,,
08/01/19,0,,80,59,,,,,,,,,,,
08/02/19,0,,82,59,,,,,,,,,,,
08/03/19,0,,86,59,,,,,,,,,,,
08/04/19,0.72,,84,68,,,,,,,,,,,
08/05/19,0,,89,66,,,,,,,,,,,
08/06/19,0.02,,79,70,,,,,,,,,,,
08/07/19,0,,86,65,,,,,,,,,,,
08/08/19,0,,84,68,,,,,,,,,,,
08/09/19,0,,82,61,,,,,,,,,,,
08/10/19,0,,82,60,,,,,,,,,,,
08/11/19,0,,83,62,,,,,,,,,,,
08/12/19,0,,86,70,,,,,,,,,,,
08/13/19,0,,87,69,,,,,,,,,,,
08/14/19,0,,82,66,,,,,,,,,,,
08/15/19,0,,79,64,,,,,,,,,,,
08/16/19,0.01,,81,64,,,,,,,,,,,
08/17/19,0.08,,87,69,1,,,,,,,,,,
08/18/19,0.33,,87,68,,,,,,,,,,,
08/19/19,0,,83,67,,,,1,,,,,,,
08/20/19,0.52,,88,72,,,,,,,,,,,
08/21/19,0.05,,88,68,,,,,,,,,,,
08/22/19,0,,76,61,,,,,,,,,,,
08/23/19,0,,76,58,,,,,,,,,,,
08/24/19,0,,72,54,,,,,,,,,,,
08/25/19,0,,75,60,,,,,,,,,,,
08/26/19,0.34,,76,63,,,,,,,,,,,
08/27/19,0.57,,82,66,,,,,,,,,,,
08/28/19,0,,78,63,,,,,,,,,,,
08/29/19,0.01,,80,59,,,,,,,,,,,
08/30/19,0,,78,63,,,,,,,,,,,
08/31/19,0,,73,55,,,,,,,,,,,
09/01/19,0.17,,70,61,,,,,,,,,,,
09/02/19,0.22,,81,63,,,,,,,,,,,
09/03/19,0.16,,78,62,,,,,,,,,,,
09/04/19,0.12,,73,59,,,,,,,,,,,
09/05/19,0,,73,55,,,,,,,,,,,
09/06/19,0.03,,71,56,,,,,,,,,,,
09/07/19,0,,76,61,,,,,,,,,,,
09/08/19,0,,69,57,,,,,,,,,,,
09/09/19,0,,69,55,,,,,,,,,,,
09/10/19,0,,86,63,,,,,,,,,,,
09/11/19,0.6,,88,66,,,,,,,,,,,
09/12/19,0.11,,71,63,,,,,,,,,,,
09/13/19,0.65,,86,62,,,,,,,,,,,
09/14/19,0,,76,58,,,,,,,,,,,
09/15/19,0.13,,74,59,,,,,,,,,,,
09/16/19,0,,78,64,,,,,,,,,,,
09/17/19,0,,74,61,,,,,,,,,,,
09/18/19,0,,76,57,,,,,,,,,,,
09/19/19,0,,76,57,,,,,,,,,,,
09/20/19,0,,83,60,,,,,,,,,,,
09/21/19,0.02,,87,65,,,,,,,,,,,
09/22/19,0,,86,73,,,,,,,,,,,
09/23/19,0,,77,60,,,,,,,,,,,
09/24/19,0,,78,56,,,,,,,,,,,
09/25/19,0,,77,63,,,,,,,,,,,
09/26/19,0,,71,53,,,,,,,,,,,
09/27/19,0.15,,77,51,,,,,,,,,,,
09/28/19,0.47,,69,54,,,,,,,,,,,
09/29/19,0.11,,63,52,,,,,,,,,,,
09/30/19,0.01,,77,56,,,,,,,,,,,
10/01/19,0,,87,67,,,,,,,,,,,
10/02/19,0.28,,74,55,,,,,,,,,,,
10/03/19,0.38,,68,53,,,,,,,,,,,
10/04/19,0,,59,45,,,,,,,,,,,
10/05/19,0,,61,45,,,,,,,,,,,
10/06/19,0.09,,70,57,,,,,,,,,,,
10/07/19,0,,70,53,,,,,,,,,,,
10/08/19,0,,70,47,,,,,,,,,,,
10/09/19,0,,68,48,,,,,,,,,,,
10/10/19,0,,70,47,,,,,,,,,,,
10/11/19,0.11,,70,50,,,,,,,,,,,
10/12/19,0.07,,50,40,,,,,,,,,,,
10/13/19,0,,63,45,,,,,,,,,,,
10/14/19,0,,52,39,,,,,,,,,,,
10/15/19,0,,63,36,,,,,,,,,,,
10/16/19,0.13,,63,46,,,,,,,,,,,
10/17/19,0,,56,44,,,,,,,,,,,
10/18/19,0,,55,38,,,,,,,,,,,
10/19/19,0,,61,36,,,,,,,,,,,
10/20/19,0,,68,44,,,,,,,,,,,
10/21/19,0.2,,67,47,,,,,,,,,,,
10/22/19,0.07,,62,47,,,,,,,,,,,
10/23/19,0,,60,43,,,,,,,,,,,
10/24/19,0,,57,48,,,,,,,,,,,
10/25/19,0,,51,36,,,,,,,,,,,
10/26/19,1.15,,57,33,,,,,,,,,,,
10/27/19,0.08,,59,43,,,,,,,,,,,
10/28/19,0,,64,40,,,,,,,,,,,
10/29/19,0,,60,46,,,,,,,,,,,
10/30/19,0.36,,47,42,,,,,,,,,,,
10/31/19,0.8,,47,35,,,,,,,,,,,
11/01/19,0,,42,35,,,,,,,,,,,
11/02/19,0.05,,47,37,1,,,,,,,,,,
11/03/19,0,,47,35,,,,,,,,,,,
11/04/19,0.01,,53,43,,,,,,,,,,,
11/05/19,0,,48,32,,,,,,,,,,,
11/06/19,0,,41,26,,,,,,,,,,,
11/07/19,0.01,,37,26,1,,,,,,,,,,
11/08/19,0,,38,23,,,,1,,,,,,,
11/09/19,0,,40,28,,,,,,,,,,,
11/10/19,0,,45,34,,,,,,,,,,,
11/11/19,0.53,,33,26,1,,,,,,,,,,
11/12/19,0.02,,27,15,1,,,,,,,,,,
11/13/19,0,,27,9,,,,,,,,,,,
11/14/19,0,,33,26,1,,,1,,,,,,,
11/15/19,0,,36,25,1,,,1,,,,,,,
11/16/19,0,,32,21,,,,,,,,,,,
11/17/19,0,,38,20,,,,,,,,,,,
11/18/19,0,,46,28,1,,,,,,,,,,
11/19/19,0,,41,26,,,,,,,,,,,
11/20/19,0,,44,38,,,,,,,,,,,
11/21/19,0.05,,53,39,,,,,,,,,,,
11/22/19,0,,46,27,,,,,,,,,,,
11/23/19,0,,39,24,,,,,,,,,,,
11/24/19,0,,47,29,,,,,,,,,,,
11/25/19,0,,50,38,,,,,,,,,,,
11/26/19,0.07,,51,39,,,,,,,,,,,
11/27/19,0.35,,56,39,,,,,,,,,,,
11/28/19,0,,39,32,,,,,,,,,,,
11/29/19,0,,37,32,,,,,,,,,,,
11/30/19,0,,37,31,1,,,,,,,,,,
12/01/19,0.35,,43,37,1,,,,,,,,,,
12/02/19,0,,37,32,1,,,1,,,,,,,
12/03/19,0,,35,29,1,,,,,,,,,,
12/04/19,0,,38,32,1,,,1,,,,,,,
12/05/19,0,,38,32,,,,,,,,,,,
12/06/19,0,,42,29,,,,,,,,,,,
12/07/19,0,,35,23,,,,,,,,,,,
12/08/19,0,,48,33,,,,,,,,,,,
12/09/19,0.15,,51,47,1,,,,,,,,,,
12/10/19,0.05,,49,23,1,,,,,,,,,,
12/11/19,0,,25,18,,,,,,,,,,,
12/12/19,0,,35,15,,,,,,,,,,,
12/13/19,0,,42,30,,,,,,,,,,,
12/14/19,0,,42,30,,,,,,,,,,,
12/15/19,0.05,,34,24,1,,,,,,,,,,
12/16/19,0,,35,27,,,,,,,,,,,
12/17/19,0,,33,28,,,,,,,,,,,
12/18/19,0,,30,13,,,,,,,,,,,
12/19/19,0,,31,13,,,,,,,,,,,
12/20/19,0,,34,20,,,,,,,,,,,
12/21/19,0,,46,26,,,,,,,,,,,
12/22/19,0,,53,29,,,,,,,,,,,
12/23/19,0,,55,35,,,,,,,,,,,
12/24/19,0,,38,28,,,,,,,,,,,
12/25/19,0,,50,32,,,,,,,,,,,
12/26/19,0,,58,33,,,,,,,,,,,
12/27/19,0,,55,37,,,,,,,,,,,
12/28/19,0,,40,34,,,,,,,,,,,
12/29/19,0.8,,46,37,,,,,,,,,,,
12/30/19,0.37,,57,34,,,,,,,,,,,
12/31/19,0.02,,34,28,,,,,,,,,,,
01/01/20,0,,38,26,1,,,,,,,,,,
01/02/20,0,,48,36,,,,,,,,,,,
01/03/20,0,,45,38,,,,,,,,,,,
01/04/20,0,,38,31,,,,,,,,,,,
01/05/20,0.03,,39,30,,,,,,,,,,,
01/06/20,0,,45,32,,,,,,,,,,,
01/07/20,0,,43,28,,,,,,,,,,,
01/08/20,0,,33,16,,,,,,,,,,,
01/09/20,0,,48,16,,,,,,,,,,,
01/10/20,0.18,,49,44,,,,,,,,,,,
01/11/20,2.01,,57,32,,,,,,,,,,,
01/12/20,0.26,,32,22,1,,,,,,,,,,
01/13/20,0,,38,28,,,,,,,,,,,
01/14/20,0,,42,31,,,,,,,,,,,
01/15/20,0,,40,28,,,,,,,,,,,
01/16/20,0,,37,24,,,,,,,,,,,
01/17/20,0,,26,19,,,,,,,,,,,
01/18/20,0.24,,40,26,1,,,,,,,,,,
01/19/20,0,,29,18,,,,,,,,,,,
01/20/20,0,,27,14,,,,,,,,,,,
01/21/20,0,,29,20,,,,,,,,,,,
01/22/20,0,,31,21,,,,,,,,,,,
01/23/20,0,,37,27,,,,,,,,,,,
01/24/20,0.39,,38,33,,,,,,,,,,,
01/25/20,0.07,,38,34,,,,,,,,,,,
01/26/20,0,,37,34,,,,,,,,,,,
01/27/20,0,,36,34,,,,,,,,,,,
01/28/20,0,,36,30,,,,,,,,,,,
01/29/20,0,,32,29,,,,,,,,,,,
01/30/20,0,,34,29,,,,,,,,,,,
01/31/20,0,,33,26,,,,,,,,,,,
02/01/20,0.04,,35,23,,,,,,,,,,,
02/02/20,0,,53,33,,,,,,,,,,,
02/03/20,0,,48,32,,,,,,,,,,,
02/04/20,0,,37,31,,,,,,,,,,,
02/05/20,0.02,,31,22,,,,,,,,,,,
02/06/20,0.04,,29,24,,,,,,,,,,,
02/07/20,0.01,,34,27,,,,,,,,,,,
02/08/20,0.01,,28,22,,,,,,,,,,,
02/09/20,0.04,,35,22,,,,,,,,,,,
02/10/20,0,,37,33,1,,,,,,,,,,
02/11/20,0,,40,28,,,,,,,,,,,
02/12/20,0.02,,35,25,,,,,,,,,,,
02/13/20,0.03,,33,15,,,,,,,,,,,
02/14/20,0,,20,4,,,,,,,,,,,
02/15/20,0,,34,14,,,,,,,,,,,
02/16/20,0,,43,31,,,,,,,,,,,
02/17/20,0,,33,22,1,,,,,,,,,,
02/18/20,0.01,,41,29,,,,,,,,,,,
02/19/20,0,,31,21,,,,,,,,,,,
02/20/20,0,,26,16,,,,,,,,,,,
02/21/20,0,,36,15,,,,,,,,,,,
02/22/20,0,,47,25,,,,,,,,,,,
02/23/20,0,,51,30,,,,,,,,,,,
02/24/20,0.03,,49,34,,,,,,,,,,,
02/25/20,0.04,,40,32,,,,,,,,,,,
02/26/20,0.11,,32,24,,,,,,,,,,,
02/27/20,0,,27,20,,,,,,,,,,,
02/28/20,0,,29,20,,,,,,,,,,,
02/29/20,0,,34,20,,,,,,,,,,,
03/01/20,0,,45,21,,,,,,,,,,,
03/02/20,0.14,,53,43,,,,,,,,,,,
03/03/20,0,,50,30,,,,,,,,,,,
03/04/20,0,,47,33,,,,,,,,,,,
03/05/20,0.01,,48,24,,,,,,,,,,,
03/06/20,0.02,,38,29,,,,,,,,,,,
03/07/20,0,,44,23,,,,,,,,,,,
03/08/20,0,,60,34,,,,,,,,,,,
03/09/20,0.04,,63,47,,,,,,,,,,,
03/10/20,0.06,,54,32,,,,,,,,,,,
03/11/20,0,,47,31,,,,,,,,,,,
03/12/20,0.02,,51,38,,,,,,,,,,,
03/13/20,0,,49,37,,,,,,,,,,,
03/14/20,0,,37,30,,,,,,,,,,,
03/15/20,0,,44,28,,,,,,,,,,,
03/16/20,0,,47,25,,,,,,,,,,,
03/17/20,0,,52,38,,,,,,,,,,,
03/18/20,0.29,,48,32,,,,,,,,,,,
03/19/20,0.16,,56,39,,,,,,,,,,,
03/20/20,0,,66,30,,,,,,,,,,,
03/21/20,0,,36,23,,,,,,,,,,,
03/22/20,0.04,,39,20,,,,,,,,,,,
03/23/20,0.05,,42,32,1,,,,,,,,,,
03/24/20,0,,42,35,,,,,,,,,,,
03/25/20,0,,55,31,,,,,,,,,,,
03/26/20,0.05,,58,39,,,,,,,,,,,
03/27/20,0.03,,45,35,,,,,,,,,,,
03/28/20,1.3,,63,40,,,,,,,,,,,
03/29/20,0.19,,64,44,,,,,,,,,,,
03/30/20,0,,48,41,,,,,,,,,,,
03/31/20,0,,47,39,,,,,,,,,,,
04/01/20,0,,52,41,,,,,,,,,,,
04/02/20,0,,61,37,,,,,,,,,,,
04/03/20,0,,60,31,,,,,,,,,,,
04/04/20,0,,59,34,,,,,,,,,,,
04/05/20,0,,51,37,,,,,,,,,,,
04/06/20,0,,57,30,,,,,,,,,,,
04/07/20,0.44,,60,43,,,,,,,,,,,
04/08/20,0.23,,71,48,,,,,,,,,,,
04/09/20,0.03,,51,36,,,,,,,,,,,
04/10/20,0,,46,34,,,,,,,,,,,
