DATE,PRCP,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT08,WT11,WT13,WT16,WT17,WT18,WT19,WT22
11/23/15,0,,34,22,,,,,,,,,,,
11/24/15,0,,39,25,,,,,,,,,,,
11/25/15,0,,53,29,,,,,,,,,,,
11/26/15,0.03,,60,46,,,,,,,,,,,
11/27/15,0.4,,58,35,,,,,,,,,,,
11/28/15,0.03,,38,29,,,,,,,,,,,
11/29/15,0,,37,23,,,,,,,,,,,
11/30/15,0,,43,26,,,,,,,,,,,
12/01/15,0.01,,49,36,1,,,,,,,,,,
12/02/15,0.03,,43,26,,1,,,,,,,,,
12/03/15,0.06,,44,33,1,,,,,,,,,,
12/04/15,0,,44,34,1,,,,,,,,,,
12/05/15,0,,35,28,,1,,,,,,,,,
12/06/15,0,,42,28,,1,,1,,,,,,,
12/07/15,0,,35,27,,1,,,,,,,,,
12/08/15,0,,43,32,,,,,,,,,,,
12/09/15,0,,50,38,,,,,,,,,,,
12/10/15,0,,52,37,,,,,,,,,,,
12/11/15,0,,55,43,,,,,,,,,,,
12/12/15,0,,59,43,,,,,,,,,,,
12/13/15,0.01,,61,50,,,,,,,,,,,
12/14/15,0.2,,59,47,,,,,,,,,,,
12/15/15,0,,48,40,,,,,,,,,,,
12/16/15,0.01,,53,40,,,,,,,,,,,
12/17/15,0,,52,33,,,,,,,,,,,
12/18/15,0,,34,26,,,,,,,,,,,
12/19/15,0,,31,25,,,,,,,,,,,
12/20/15,0,,42,22,,,,,,,,,,,
12/21/15,0.44,,50,39,,,,,,,,,,,
12/22/15,0.01,,53,38,,,,,,,,,,,
12/23/15,0.38,,59,38,,,,,,,,,,,
12/24/15,0,,58,42,,,,,,,,,,,
12/25/15,0,,50,33,,,,,,,,,,,
12/26/15,0.14,,44,34,,,,,,,,,,,
12/27/15,0.2,,43,33,,,,,,,,,,,
12/28/15,0.81,,38,27,,,,,,,,,,,
12/29/15,0,,45,35,,,,,,,,,,,
12/30/15,0,,35,32,,,,,,,,,,,
12/31/15,0,,33,30,,,,,,,,,,,
01/01/16,0,,30,25,,,,,,,,,,,
01/02/16,0,,36,27,,,,,,,,,,,
01/03/16,0,,34,25,,,,,,,,,,,
01/04/16,0,,25,15,,,,,,,,,,,
01/05/16,0,,28,10,,,,,,,,,,,
01/06/16,0,,37,19,,,,,,,,,,,
01/07/16,0,,43,26,,,,,,,,,,,
01/08/16,0.13,,40,27,,,,,,,,,,,
01/09/16,0.06,,50,40,,,,,,,,,,,
01/10/16,0.37,,43,18,,,,,,,,,,,
01/11/16,0,,19,10,,,,,,,,,,,
01/12/16,0.02,,27,15,,,,,,,,,,,
01/13/16,0,,17,12,,,,,,,,,,,
01/14/16,0,,33,17,,,,,,,,,,,
01/15/16,0.23,,41,22,,,,,,,,,,,
01/16/16,0,,38,29,,,,,,,,,,,
01/17/16,0,,30,11,,,,,,,,,,,
01/18/16,0,,18,9,,,,,,,,,,,
01/19/16,0,,22,9,,,,,,,,,,,
01/20/16,0,,21,12,,,,,,,,,,,
01/21/16,0,,26,14,,,,,,,,,,,
01/22/16,0,,28,20,,,,,,,,,,,
01/23/16,0,,32,19,,,,,,,,,,,
01/24/16,0,,36,18,,,,,,,,,,,
01/25/16,0,,42,27,,,,,,,,,,,
01/26/16,0,,46,32,,,,,,,,,,,
01/27/16,0,,34,27,,,,,,,,,,,
01/28/16,0,,38,28,,,,,,,,,,,
01/29/16,0,,31,22,,,,,,,,,,,
01/30/16,0,,49,28,,,,,,,,,,,
01/31/16,0.14,,53,34,,,,,,,,,,,
02/01/16,0,,46,30,,,,,,,,,,,
02/02/16,0.45,,41,25,,,,,,,,,,,
02/03/16,0,,56,36,,,,,,,,,,,
02/04/16,0.03,,36,27,,,,,,,,,,,
02/05/16,0,,38,19,,,,,,,,,,,
02/06/16,0,,39,25,,,,,,,,,,,
02/07/16,0,,48,30,,,,,,,,,,,
02/08/16,0,,44,35,,,,,,,,,,,
02/09/16,0.04,,35,25,,,,,,,,,,,
02/10/16,0,,25,12,,,,,,,,,,,
02/11/16,0,,21,10,,,,,,,,,,,
02/12/16,0,,25,9,,,,,,,,,,,
02/13/16,0,,16,3,,,,,,,,,,,
02/14/16,0,,19,1,,,,,,,,,,,
02/15/16,0,,29,17,,,,,,,,,,,
02/16/16,0,,30,28,,,,,,,,,,,
02/17/16,0.01,,33,17,,,,,,,,,,,
02/18/16,0,,31,11,,,,,,,,,,,
02/19/16,0,,60,31,,,,,,,,,,,
02/20/16,0,,62,41,,,,,,,,,,,
02/21/16,0,,44,28,,,,,,,,,,,
02/22/16,0,,35,26,,,,,,,,,,,
02/23/16,0,,42,22,,,,,,,,,,,
02/24/16,1.07,,34,31,,,,,,,,,,,
02/25/16,0.07,,35,25,,,,,,,,,,,
02/26/16,0,,33,23,,,,,,,,,,,
02/27/16,0,,43,28,,,,,,,,,,,
02/28/16,0.08,,64,39,,,,,,,,,,,
02/29/16,0.15,,53,26,,,,,,,,,,,
03/01/16,0.28,,30,22,,,,,,,,,,,
03/02/16,0,,27,18,,,,,,,,,,,
03/03/16,0.04,,29,17,,,,,,,,,,,
03/04/16,0,,35,24,,,,,,,,,,,
03/05/16,0.06,,31,27,,,,,,,,,,,
03/06/16,0,,37,20,,,,,,,,,,,
03/07/16,0,,64,36,,,,,,,,,,,
03/08/16,0,,70,49,,,,,,,,,,,
03/09/16,0.01,,69,52,,,,,,,,,,,
03/10/16,0.05,,59,40,,,,,,,,,,,
03/11/16,0,,46,33,,,,,,,,,,,
03/12/16,0,,59,29,,,,,,,,,,,
03/13/16,0.88,,48,42,,,,,,,,,,,
03/14/16,0.01,,62,42,,,,,,,,,,,
03/15/16,0,,51,42,,,,,,,,,,,
03/16/16,0.14,,60,42,,,,,,,,,,,
03/17/16,0,,56,38,,,,,,,,,,,
03/18/16,0,,48,29,,,,,,,,,,,
03/19/16,0,,40,25,,,,,,,,,,,
03/20/16,0,,44,27,,,,,,,,,,,
03/21/16,0,,45,29,,,,,,,,,,,
03/22/16,0,,61,32,,,,,,,,,,,
03/23/16,0,,55,37,,,,,,,,,,,
03/24/16,1.43,,55,36,,,,,,,,,,,
03/25/16,0,,43,29,,,,,,,,,,,
03/26/16,0,,43,27,,,,,,,,,,,
03/27/16,0.79,,64,31,,,,,,,,,,,
03/28/16,0.22,,49,41,,,,,,,,,,,
03/29/16,0,,48,33,,,,,,,,,,,
03/30/16,0.02,,61,32,,,,,,,,,,,
03/31/16,0.63,,64,53,,,,,,,,,,,
04/01/16,0,,54,42,,,,,,,,,,,
04/02/16,0.1,,44,27,,,,,,,,,,,
04/03/16,0.01,,44,22,,,,,,,,,,,
04/04/16,0.01,,37,23,,,,,,,,,,,
04/05/16,0,,38,20,,,,,,,,,,,
04/06/16,0.1,,54,30,,,,,,,,,,,
04/07/16,0.08,,47,31,,,,,,,,,,,
04/08/16,0,,44,28,,,,,,,,,,,
04/09/16,0,,33,24,,,,,,,,,,,
04/10/16,0.32,,45,24,,,,,,,,,,,
04/11/16,0.01,,60,38,,,,,,,,,,,
04/12/16,0,,49,32,,,,,,,,,,,
04/13/16,0,,48,33,,,,,,,,,,,
04/14/16,0,,55,32,,,,,,,,,,,
04/15/16,0,,66,33,,,,,,,,,,,
04/16/16,0,,71,42,,,,,,,,,,,
04/17/16,0,,74,43,,,,,,,,,,,
04/18/16,0,,79,46,,,,,,,,,,,
04/19/16,0,,61,43,,,,,,,,,,,
04/20/16,0,,63,39,,,,,,,,,,,
04/21/16,0.19,,62,48,,,,,,,,,,,
04/22/16,0,,62,40,,,,,,,,,,,
04/23/16,0,,57,37,,,,,,,,,,,
04/24/16,0,,63,35,,,,,,,,,,,
04/25/16,0.2,,67,45,,,,,,,,,,,
04/26/16,0.22,,51,42,,,,,,,,,,,
04/27/16,0,,58,36,,,,,,,,,,,
04/28/16,0.04,,49,40,,,,,,,,,,,
04/29/16,0.04,,52,41,,,,,,,,,,,
04/30/16,0.49,,53,39,,,,,,,,,,,
05/01/16,0.09,,55,47,,,,,,,,,,,
05/02/16,0.31,,54,45,,,,,,,,,,,
05/03/16,0,,63,40,,,,,,,,,,,
05/04/16,0.35,,60,49,,,,,,,,,,,
05/05/16,0,,67,43,,,,,,,,,,,
05/06/16,0,,72,44,,,,,,,,,,,
05/07/16,0,,73,49,,,,,,,,,,,
05/08/16,0,,68,42,,,,,,,,,,,
05/09/16,0,,61,40,,,,,,,,,,,
05/10/16,0.04,,54,47,,,,,,,,,,,
05/11/16,0,,69,51,,,,,,,,,,,
05/12/16,0.51,,77,52,,,,,,,,,,,
05/13/16,0.02,,69,56,,,,,,,,,,,
05/14/16,0.31,,57,41,,,,,,,,,,,
05/15/16,0.01,,48,34,,,,,,,,,,,
05/16/16,0,,67,39,,,,,,,,,,,
05/17/16,0,,62,48,,,,,,,,,,,
05/18/16,0,,64,43,,,,,,,,,,,
05/19/16,0,,68,43,,,,,,,,,,,
05/20/16,0,,69,46,,,,,,,,,,,
05/21/16,0,,73,53,,,,,,,,,,,
05/22/16,0,,72,50,,,,,,,,,,,
05/23/16,0,,76,43,,,,,,,,,,,
05/24/16,0,,84,51,,,,,,,,,,,
05/25/16,0,,85,64,,,,,,,,,,,
05/26/16,0,,85,69,,,,,,,,,,,
05/27/16,0,,84,68,,,,,,,,,,,
05/28/16,0,,88,67,,,,,,,,,,,
05/29/16,0.14,,86,69,,,,,,,,,,,
05/30/16,0,,85,64,,,,,,,,,,,
05/31/16,0,,81,58,,,,,,,,,,,
06/01/16,0.08,,81,56,,,,,,,,,,,
06/02/16,0,,83,63,,,,,,,,,,,
06/03/16,0,,79,57,,,,,,,,,,,
06/04/16,0.78,,80,61,,,,,,,,,,,
06/05/16,0.15,,75,63,,,,,,,,,,,
06/06/16,0,,81,60,,,,,,,,,,,
06/07/16,0,,68,55,,,,,,,,,,,
06/08/16,0,,70,49,,,,,,,,,,,
06/09/16,0,,74,51,,,,,,,,,,,
06/10/16,0,,82,60,,,,,,,,,,,
06/11/16,0,,93,70,,,,,,,,,,,
06/12/16,0,,80,57,,,,,,,,,,,
06/13/16,0,,72,51,,,,,,,,,,,
06/14/16,0,,73,60,,,,,,,,,,,
06/15/16,0,,84,63,,,,,,,,,,,
06/16/16,0.1,,76,63,,,,,,,,,,,
06/17/16,0,,86,60,,,,,,,,,,,
06/18/16,0,,87,60,,,,,,,,,,,
06/19/16,0,,89,64,,,,,,,,,,,
06/20/16,0,,91,69,,,,,,,,,,,
06/21/16,0,,84,59,,,,,,,,,,,
06/22/16,0,,80,64,,,,,,,,,,,
06/23/16,0,,78,60,,,,,,,,,,,
06/24/16,0,,82,56,,,,,,,,,,,
06/25/16,0,,86,57,,,,,,,,,,,
06/26/16,0,,91,68,,,,,,,,,,,
06/27/16,0,,93,66,,,,,,,,,,,
06/28/16,0,,72,60,,,,,,,,,,,
06/29/16,0,,81,54,,,,,,,,,,,
06/30/16,0,,83,59,,,,,,,,,,,
07/01/16,0.31,,77,61,,,,,,,,,,,
07/02/16,0,,79,56,,,,,,,,,,,
07/03/16,0,,80,59,,,,,,,,,,,
07/04/16,0,,80,57,,,,,,,,,,,
07/05/16,0,,89,70,,,,,,,,,,,
07/06/16,0.5,,89,71,,,,,,,,,,,
07/07/16,0.09,,88,71,,,,,,,,,,,
07/08/16,2.91,,88,67,,,,,,,,,,,
07/09/16,0,,78,67,,,,,,,,,,,
07/10/16,0,,82,63,,,,,,,,,,,
07/11/16,0,,86,69,,,,,,,,,,,
07/12/16,0.13,,90,72,,,,,,,,,,,
07/13/16,0.08,,90,72,,,,,,,,,,,
07/14/16,0.06,,88,71,,,,,,,,,,,
07/15/16,0,,80,67,,,,,,,,,,,
07/16/16,0,,73,63,,,,,,,,,,,
07/17/16,0,,85,62,,,,,,,,,,,
07/18/16,0.05,,87,67,,,,,,,,,,,
07/19/16,0,,81,62,,,,,,,,,,,
07/20/16,0,,86,59,,,,,,,,,,,
07/21/16,0.11,,91,71,,,,,,,,,,,
07/22/16,0,,94,74,,,,,,,,,,,
07/23/16,0,,94,73,,,,,,,,,,,
07/24/16,0.12,,85,74,,,,,,,,,,,
07/25/16,0.05,,91,75,,,,,,,,,,,
07/26/16,0,,85,66,,,,,,,,,,,
07/27/16,0,,91,69,,,,,,,,,,,
07/28/16,0,,85,69,,,,,,,,,,,
07/29/16,0.02,,82,69,,,,,,,,,,,
07/30/16,0.37,,79,67,,,,,,,,,,,
07/31/16,0.12,,85,66,,,,,,,,,,,
08/01/16,0,,84,66,,,,,,,,,,,
08/02/16,0,,86,67,,,,,,,,,,,
08/03/16,0,,89,67,,,,,,,,,,,
08/04/16,0,,91,67,,,,,,,,,,,
08/05/16,0.03,,90,75,,,,,,,,,,,
08/06/16,0,,84,68,,,,,,,,,,,
08/07/16,0,,84,67,,,,,,,,,,,
08/08/16,0,,83,61,,,,,,,,,,,
08/09/16,0,,87,65,,,,,,,,,,,
08/10/16,0,,95,71,,,,,,,,,,,
08/11/16,0.37,,92,77,,,,,,,,,,,
08/12/16,0.01,,94,76,,,,,,,,,,,
08/13/16,1.38,,86,74,,,,,,,,,,,
08/14/16,0,,83,70,,,,,,,,,,,
08/15/16,0.13,,80,69,,,,,,,,,,,
08/16/16,2.65,,81,69,,,,,,,,,,,
08/17/16,0.53,,85,67,,,,,,,,,,,
08/18/16,0,,84,67,,,,,,,,,,,
08/19/16,0,,87,70,,,,,,,,,,,
08/20/16,1.38,,85,70,,,,,,,,,,,
08/21/16,0.09,,78,63,,,,,,,,,,,
08/22/16,0,,78,58,,,,,,,,,,,
08/23/16,0,,81,60,,,,,,,,,,,
08/24/16,0.35,,83,65,,,,,,,,,,,
08/25/16,0,,86,73,,,,,,,,,,,
08/26/16,0,,86,66,,,,,,,,,,,
08/27/16,1.01,,84,71,,,,,,,,,,,
08/28/16,0,,86,70,,,,,,,,,,,
08/29/16,0,,82,66,,,,,,,,,,,
08/30/16,0,,82,67,,,,,,,,,,,
08/31/16,0,,81,63,,,,,,,,,,,
09/01/16,0,,74,61,,,,,,,,,,,
09/02/16,0,,74,57,,,,,,,,,,,
09/03/16,0,,75,55,,,,,,,,,,,
09/04/16,0,,79,57,,,,,,,,,,,
09/05/16,0,,84,59,,,,,,,,,,,
09/06/16,0,,91,71,,,,,,,,,,,
09/07/16,0.09,,91,76,,,,,,,,,,,
09/08/16,0.05,,81,73,,,,,,,,,,,
09/09/16,0,,81,65,,,,,,,,,,,
09/10/16,1.21,,79,63,,,,,,,,,,,
09/11/16,0,,74,56,,,,,,,,,,,
09/12/16,0,,75,54,,,,,,,,,,,
09/13/16,0,,82,57,,,,,,,,,,,
09/14/16,0.08,,75,57,,,,,,,,,,,
09/15/16,0,,73,53,,,,,,,,,,,
09/16/16,0,,78,54,,,,,,,,,,,
09/17/16,0.22,,74,67,,,,,,,,,,,
09/18/16,0,,80,64,,,,,,,,,,,
09/19/16,0,,83,58,,,,,,,,,,,
09/20/16,0,,82,63,,,,,,,,,,,
09/21/16,0,,81,57,,,,,,,,,,,
09/22/16,0,,86,64,,,,,,,,,,,
09/23/16,0,,77,62,,,,,,,,,,,
09/24/16,0,,69,55,,,,,,,,,,,
09/25/16,0,,71,51,,,,,,,,,,,
09/26/16,0.27,,68,56,,,,,,,,,,,
09/27/16,0,,69,52,,,,,,,,,,,
09/28/16,0.81,,61,54,,,,,,,,,,,
09/29/16,4.07,,65,57,,,,,,,,,,,
09/30/16,0.74,,61,57,,,,,,,,,,,
10/01/16,0.76,,69,54,,,,,,,,,,,
10/02/16,0.01,,69,52,,,,,,,,,,,
10/03/16,0,,67,52,,,,,,,,,,,
10/04/16,0,,72,53,,,,,,,,,,,
10/05/16,0,,76,60,,,,,,,,,,,
10/06/16,0,,79,61,,,,,,,,,,,
10/07/16,0,,79,59,,,,,,,,,,,
10/08/16,0,,61,46,,,,,,,,,,,
10/09/16,0,,61,41,,,,,,,,,,,
10/10/16,0,,60,39,,,,,,,,,,,
10/11/16,0,,66,47,,,,,,,,,,,
10/12/16,0.16,,76,51,,,,,,,,,,,
10/13/16,0,,57,43,,,,,,,,,,,
10/14/16,0,,61,38,,,,,,,,,,,
10/15/16,0,,71,44,,,,,,,,,,,
10/16/16,0.13,,69,64,,,,,,,,,,,
10/17/16,0,,80,64,,,,,,,,,,,
10/18/16,0,,76,60,,,,,,,,,,,
10/19/16,0.02,,71,50,,,,,,,,,,,
10/20/16,0.69,,60,49,,,,,,,,,,,
10/21/16,0.23,,53,42,,,,,,,,,,,
10/22/16,0,,52,39,,,,,,,,,,,
10/23/16,0,,63,45,,,,,,,,,,,
10/24/16,0,,54,43,,,,,,,,,,,
10/25/16,0,,54,37,,,,,,,,,,,
10/26/16,0.12,,43,34,,,,,,,,,,,
10/27/16,0.12,,48,38,,,,,,,,,,,
10/28/16,0,,54,32,,,,,,,,,,,
10/29/16,0,,71,54,,,,,,,,,,,
10/30/16,0.02,,55,39,,,,,,,,,,,
10/31/16,0,,52,34,,,,,,,,,,,
11/01/16,0,,75,45,,,,,,,,,,,
11/02/16,0.02,,65,56,,,,,,,,,,,
11/03/16,0.02,,60,50,,,,,,,,,,,
11/04/16,0,,56,44,,,,,,,,,,,
11/05/16,0,,67,42,,,,,,,,,,,
11/06/16,0,,63,40,,,,,,,,,,,
11/07/16,0,,65,39,,,,,,,,,,,
11/08/16,0,,59,42,,,,,,,,,,,
11/09/16,0.02,,52,38,,,,,,,,,,,
11/10/16,0,,63,39,,,,,,,,,,,
11/11/16,0,,54,32,,,,,,,,,,,
11/12/16,0,,49,28,,,,,,,,,,,
11/13/16,0,,57,34,,,,,,,,,,,
11/14/16,0,,58,34,,,,,,,,,,,
11/15/16,0,,57,37,,,,,,,,,,,
11/16/16,0,,59,39,,,,,,,,,,,
11/17/16,0,,60,36,,,,,,,,,,,
11/18/16,0.03,,71,52,,,,,,,,,,,
11/19/16,0.04,,62,32,,,,,,,,,,,
11/20/16,0,,35,27,,,,,,,,,,,
11/21/16,0,,38,26,,,,,,,,,,,
11/22/16,0,,40,23,,,,,,,,,,,
11/23/16,0.24,,40,24,,,,,,,,,,,
11/24/16,0.04,,46,39,,,,,,,,,,,
11/25/16,0.02,,43,39,,,,,,,,,,,
11/26/16,0,,42,37,,,,,,,,,,,
11/27/16,0,,46,30,,,,,,,,,,,
11/28/16,0.33,,48,35,,,,,,,,,,,
11/29/16,0.09,,57,48,,,,,,,,,,,
11/30/16,0,,57,42,,,,,,,,,,,
12/01/16,0.01,,42,35,,,,,,,,,,,
12/02/16,0.01,,42,35,,,,,,,,,,,
12/03/16,0,,39,34,,,,,,,,,,,
12/04/16,0.12,,39,33,,,,,,,,,,,
12/05/16,0,,42,28,,,,,,,,,,,
12/06/16,0.16,,41,27,,,,,,,,,,,
12/07/16,0,,37,30,,,,,,,,,,,
12/08/16,0,,31,26,1,,,1,,,,,,,
12/09/16,0,,33,25,,,,,,,,,,,
12/10/16,0,,28,23,,,,,,,,,,,
12/11/16,0.26,,32,23,,1,,,,,,,,,
12/12/16,0,,35,26,1,,,,,,,,,,
12/13/16,0,,27,14,1,,,1,,,,,,,
12/14/16,0,,19,10,1,,,1,,,,,,,
12/15/16,0,,17,6,,,,,,,,,,,
12/16/16,0.03,,20,5,,,,,,,,,,,
12/17/16,0.01,,28,19,,,,,,,,,,,
12/18/16,0.02,,24,11,,,,,,,,,,,
12/19/16,0,,16,5,,,,,,,,,,,
12/20/16,0,,30,10,,,,,,,,,,,
12/21/16,0,,33,20,,,,,,,,,,,
12/22/16,0,,41,30,,,,,,,,,,,
12/23/16,0.04,,34,25,,,,,,,,,,,
12/24/16,0.03,,38,34,,,,,,,,,,,
12/25/16,0,,35,34,,,,,,,,,,,
12/26/16,0.41,,56,34,,,,,,,,,,,
12/27/16,0,,43,29,,,,,,,,,,,
12/28/16,0.01,,37,29,,,,,,,,,,,
12/29/16,0.03,,42,31,,,,,,,,,,,
12/30/16,0,,31,29,,,,,,,,,,,
12/31/16,0,,46,29,,,,,,,,,,,
01/01/17,0,,40,24,,,,,,,,,,,
01/02/17,0.06,,42,26,,,,,,,,,,,
01/03/17,0.3,,43,38,,,,,,,,,,,
01/04/17,0,,38,18,,,,,,,,,,,
01/05/17,0,,19,12,,,,,,,,,,,
01/06/17,0,,15,9,,,,,,,,,,,
01/07/17,0,,15,6,,,,,,,,,,,
01/08/17,0,,18,8,,,,,,,,,,,
01/09/17,0,,29,16,,,,,,,,,,,
01/10/17,0.3,,48,27,,,,,,,,,,,
01/11/17,0.08,,52,29,,,,,,,,,,,
01/12/17,0.32,,57,28,,,,,,,,,,,
01/13/17,0,,28,19,,,,,,,,,,,
01/14/17,0,,32,22,,,,,,,,,,,
01/15/17,0,,33,17,,,,,,,,,,,
01/16/17,0.15,,34,19,,,,,,,,,,,
01/17/17,0.29,,46,32,,,,,,,,,,,
01/18/17,0.01,,41,35,,,,,,,,,,,
01/19/17,0,,38,32,,,,,,,,,,,
01/20/17,0.09,,42,32,,,,,,,,,,,
01/21/17,0,,57,38,,,,,,,,,,,
01/22/17,0,,48,38,,,,,,,,,,,
01/23/17,0.05,,44,39,,,,,,,,,,,
01/24/17,0.01,,40,36,,,,,,,,,,,
01/25/17,0.02,,46,36,,,,,,,,,,,
01/26/17,0.01,,41,34,,,,,,,,,,,
01/27/17,0,,34,27,,,,,,,,,,,
01/28/17,0,,30,27,,,,,,,,,,,
01/29/17,0.01,,30,24,,,,,,,,,,,
01/30/17,0.04,,26,17,,,,,,,,,,,
01/31/17,0.03,,33,24,,,,,,,,,,,
02/01/17,0.01,,38,29,1,,,1,,,,,,,
02/02/17,0,,30,15,,,,,,,,,,,
02/03/17,0,,23,13,,,,,,,,,,,
02/04/17,0,,29,13,,,,,,,,,,,
02/05/17,0,,37,26,,,,,,,,,,,
02/06/17,0,,40,20,,,,,,,,,,,
02/07/17,0.76,,55,32,,,,,,,,,,,
02/08/17,0,,41,24,,,,,,,,,,,
02/09/17,0,,24,16,,,,,,,,,,,
02/10/17,0,,33,16,,,,,,,,,,,
02/11/17,0.06,,46,33,,,,,,,,,,,
02/12/17,0.18,,43,33,,,,,,,,,,,
02/13/17,0,,43,30,,,,,,,,,,,
02/14/17,0,,50,32,,,,,,,,,,,
02/15/17,0,,35,25,,,,,,,,,,,
02/16/17,0,,33,24,,,,,,,,,,,
02/17/17,0,,45,28,,,,,,,,,,,
02/18/17,0,,68,32,,,,,,,,,,,
02/19/17,0,,65,39,,,,,,,,,,,
02/20/17,0,,50,33,,,,,,,,,,,
02/21/17,0,,57,35,,,,,,,,,,,
02/22/17,0,,62,42,,,,,,,,,,,
02/23/17,0,,67,40,,,,,,,,,,,
02/24/17,0.41,,68,38,,,,,,,,,,,
02/25/17,0,,56,25,,,,,,,,,,,
02/26/17,0,,41,23,,,,,,,,,,,
02/27/17,0,,51,34,,,,,,,,,,,
02/28/17,0.14,,55,35,,,,,,,,,,,
03/01/17,0.74,,57,26,,,,,,,,,,,
03/02/17,0,,33,24,,,,,,,,,,,
03/03/17,0,,27,20,,,,,,,,,,,
03/04/17,0,,30,16,,,,,,,,,,,
03/05/17,0,,39,23,,,,,,,,,,,
03/06/17,0.04,,55,37,,,,,,,,,,,
03/07/17,0.11,,59,40,,,,,,,,,,,
03/08/17,0,,54,38,,,,,,,,,,,
03/09/17,0,,43,33,,,,,,,,,,,
03/10/17,0,,37,16,,,,,,,,,,,
03/11/17,0,,29,14,,,,,,,,,,,
03/12/17,0,,32,17,,,,,,,,,,,
03/13/17,0.06,,25,19,,,,,,,,,,,
03/14/17,0,,24,16,,,,,,,,,,,
03/15/17,0,,31,15,,,,,,,,,,,
03/16/17,0,,40,20,,,,,,,,,,,
03/17/17,0.08,,38,23,,,,,,,,,,,
03/18/17,0.06,,41,32,,,,,,,,,,,
03/19/17,0,,45,32,,,,,,,,,,,
03/20/17,0.05,,44,33,,,,,,,,,,,
03/21/17,0,,57,28,,,,,,,,,,,
03/22/17,0,,36,21,,,,,,,,,,,
03/23/17,0.06,,42,20,,,,,,,,,,,
03/24/17,0.04,,75,36,,,,,,,,,,,
03/25/17,0.06,,45,39,,,,,,,,,,,
03/26/17,0.16,,48,38,,,,,,,,,,,
03/27/17,0,,62,48,,,,,,,,,,,
03/28/17,0,,52,37,,,,,,,,,,,
03/29/17,0,,56,32,,,,,,,,,,,
03/30/17,1.74,,41,36,,,,,,,,,,,
03/31/17,0,,41,37,,,,,,,,,,,
04/01/17,0,,57,37,,,,,,,,,,,
04/02/17,0,,61,35,,,,,,,,,,,
04/03/17,0.15,,54,43,,,,,,,,,,,
04/04/17,0.08,,56,46,,,,,,,,,,,
04/05/17,0.36,,50,39,,,,,,,,,,,
04/06/17,0.19,,43,34,,,,,,,,,,,
04/07/17,0,,51,35,,,,,,,,,,,
04/08/17,0,,60,34,,,,,,,,,,,
04/09/17,0,,74,45,,,,,,,,,,,
04/10/17,0.2,,76,60,,,,,,,,,,,
04/11/17,0.48,,69,46,,,,,,,,,,,
04/12/17,0,,60,43,,,,,,,,,,,
04/13/17,0,,49,43,,,,,,,,,,,
04/14/17,0,,61,42,,,,,,,,,,,
04/15/17,0.04,,82,48,,,,,,,,,,,
04/16/17,0,,74,58,,,,,,,,,,,
04/17/17,0,,69,40,,,,,,,,,,,
04/18/17,0,,63,36,,,,,,,,,,,
04/19/17,0.48,,76,48,,,,,,,,,,,
04/20/17,0.71,,58,46,,,,,,,,,,,
04/21/17,0,,54,44,,,,,,,,,,,
04/22/17,0,,59,39,,,,,,,,,,,
04/23/17,0,,66,35,,,,,,,,,,,
04/24/17,0,,69,39,,,,,,,,,,,
04/25/17,0,,68,50,,,,,,,,,,,
04/26/17,0,,78,50,,,,,,,,,,,
04/27/17,0.23,,72,51,,,,,,,,,,,
04/28/17,0,,62,47,,,,,,,,,,,
04/29/17,0.01,,58,42,,,,,,,,,,,
04/30/17,0.48,,54,42,,,,,,,,,,,
05/01/17,0.11,,66,50,,,,,,,,,,,
05/02/17,0.01,,51,43,,,,,,,,,,,
05/03/17,0,,58,40,,,,,,,,,,,
05/04/17,0.89,,49,44,,,,,,,,,,,
05/05/17,0.77,,46,42,,,,,,,,,,,
05/06/17,0,,58,43,,,,,,,,,,,
05/07/17,0,,56,39,,,,,,,,,,,
05/08/17,0,,57,35,,,,,,,,,,,
05/09/17,0,,59,33,,,,,,,,,,,
05/10/17,0,,62,41,,,,,,,,,,,
05/11/17,0.14,,63,46,,,,,,,,,,,
05/12/17,0,,66,42,,,,,,,,,,,
05/13/17,0.08,,70,44,,,,,,,,,,,
05/14/17,0,,67,45,,,,,,,,,,,
05/15/17,0,,69,40,,,,,,,,,,,
05/16/17,0.27,,84,51,,,,,,,,,,,
05/17/17,0,,86,69,,,,,,,,,,,
05/18/17,0,,87,62,,,,,,,,,,,
05/19/17,0,,62,46,,,,,,,,,,,
05/20/17,0.15,,63,48,,,,,,,,,,,
05/21/17,0.6,,76,54,,,,,,,,,,,
05/22/17,0,,71,52,,,,,,,,,,,
05/23/17,0,,73,58,,,,,,,,,,,
05/24/17,0.24,,64,55,,,,,,,,,,,
05/25/17,0.82,,61,56,,,,,,,,,,,
05/26/17,0,,69,55,,,,,,,,,,,
05/27/17,0,,74,54,,,,,,,,,,,
05/28/17,0.17,,77,56,,,,,,,,,,,
05/29/17,0.1,,79,57,,,,,,,,,,,
05/30/17,0,,74,56,,,,,,,,,,,
05/31/17,0.01,,74,55,,,,,,,,,,,
06/01/17,0,,75,53,,,,,,,,,,,
06/02/17,0,,81,51,,,,,,,,,,,
06/03/17,0,,77,52,,,,,,,,,,,
06/04/17,0.04,,87,62,,,,,,,,,,,
06/05/17,0,,70,56,,,,,,,,,,,
06/06/17,0.01,,68,54,,,,,,,,,,,
06/07/17,0,,74,52,,,,,,,,,,,
