Date2,PRCP,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT22
2/27/19,0.16,27,17,,,,,,,,1,,,,,,,,,,,
2/28/19,0,29,8,1,,,,,,,1,,,,,,,,,,,
3/01/19,0,34,16,1,,,,,,,1,,,,,,,,,,,
3/02/19,0,36,26,,,,,,,,1,,,,,,,,,,,
3/03/19,0.01,30,15,,,,,,,,1,,,,,,,,,,,
3/04/19,0.01,20,8,,,,,,,,1,1,,,,,,,,,,
3/05/19,0,22,8,,,,,,,,1,,,,,,,,,,,
3/06/19,0,22,9,,,,,,,,,,,,,,,,,,,
3/07/19,0,28,18,,,,,,,,1,,,,,,,,,,,
3/08/19,0,39,17,,,,,,,,1,,,,,,,,,,,
3/09/19,0.62,39,22,1,,,,,1,,1,,,,,,,,,,,
3/10/19,0.03,47,35,1,,,,,,,1,,,,,,,,,,,
3/11/19,0,42,28,,,,,,,,,,,,,,,,,,,
3/12/19,0,45,21,,,,,,,,1,,,,,,,,,,,
3/13/19,0,57,32,,,,,,,,1,,,,,,,,,,,
3/14/19,0.27,65,45,1,,1,,,,,,,,,,,,,,,,
3/15/19,0.08,47,34,1,,,,,,,1,,,,,,,,,,,
3/16/19,0.01,39,26,,,,,,,,,,,,,,,,,,,
3/17/19,0,39,20,,,,,,,,1,,,,,,,,,,,
3/18/19,0,45,27,1,,,,,,,1,,,,,,,,,,,
3/19/19,0,49,27,,,,,,,,1,,,,,,,,,,,
3/20/19,0.07,50,30,1,,,,,,,1,,,,,,,,,,,
3/21/19,0,43,37,1,1,,,,,,1,,,,,,,,,,,
3/22/19,0.01,46,30,,,,,,,,1,,,,,,,,,,,
3/23/19,0,50,23,,,,,,,,,,,,,,,,,,,
3/24/19,0,55,30,,,,,,,,,,,,,,,,,,,
3/25/19,0,46,28,,,,,,,,,,,,,,,,,,,
3/26/19,0,47,25,,,,,,,,,,,,,,,,,,,
3/27/19,0,53,26,,,,,,,,,,,,,,,,,,,
3/28/19,0.01,68,37,,,,,,,,1,,,,,,,,,,,
3/29/19,0,52,40,,,,,,,,,,,,,,,,,,,
3/30/19,1.34,45,32,1,,,,,,,,,,,,,,,,,,
3/31/19,0,33,24,1,,,,,,,1,,,,,,,,,,,
4/01/19,0,44,22,,,,,,,,,,,,,,,,,,,
4/02/19,0,56,32,,,,,,,,1,,,,,,,,,,,
4/03/19,0,55,39,,,,,,,,1,,,,,,,,,,,
4/04/19,0,43,35,,,,,,,,,,,,,,,,,,,
4/05/19,0.02,59,36,,,,,,,,1,,,,,,,,,,,
4/06/19,0,67,41,1,,,,,,,1,,,,,,,,,,,
4/07/19,0.01,72,43,1,,,,,,,1,,,,,,,,,,,
4/08/19,0,74,54,1,,,,,,,1,,,,,,,,,,,
4/09/19,0,64,48,,,,,,,,1,,,,,,,,,,,
4/10/19,0,48,35,,,,,,,,,,,,,,,,,,,
4/11/19,0,49,33,1,,,,,,,1,,,,,,,,,,,
4/12/19,0.13,65,44,1,,,,,,,1,,,,,,,,,,,
4/13/19,0,60,39,,,,,,,,,,,,,,,,,,,
4/14/19,0.66,43,35,1,,,,,,,1,,,,,,,,,,,
4/15/19,0,55,34,1,,,,,,,,,,,,,,,,,,
4/16/19,0.01,65,39,,,,,,,,1,,,,,,,,,,,
4/17/19,0.03,58,45,,,1,,,,,1,,,,,,,,,,,
4/18/19,0.14,70,48,1,,,,,,,,,,,,,,,,,,
4/19/19,0.39,48,40,1,,,,,,,,,,,,,,,,,,
4/20/19,0.76,45,39,1,,,,,,,,,,,,,,,,,,
4/21/19,0,66,43,1,,,,,,,1,,,,,,,,,,,
4/22/19,0,69,46,,,,,,,,,,,,,,,,,,,
4/23/19,0,71,46,,,1,,,,,,,,,,,,,,,,
4/24/19,0,61,38,,,,,,,,,,,,,,,,,,,
4/25/19,0.42,59,48,1,,,,,,,1,,,,,,,,,,,
4/26/19,0.47,63,45,1,,,,,,,1,,,,,,,,,,,
4/27/19,0.26,54,38,1,,,,,,,,,,,,,,,,,,
4/28/19,0.07,56,36,1,,,,,,,,,,,,,,,,,,
4/29/19,0.35,46,39,1,,,,,,,1,,,,,,,,,,,
4/30/19,2.1,50,42,1,,1,,,,,1,,,,,,,,,,,
5/01/19,1.18,69,45,1,,1,,,,,,,,,,,,,,,,
5/02/19,0.14,60,48,1,1,,,,,,1,,,,,,,,,,,
5/03/19,0.13,54,45,1,,,,,,,1,,,,,,,,,,,
5/04/19,0,62,47,,,,,,,,,,,,,,,,,,,
5/05/19,0,69,41,1,,,,,,,1,,,,,,,,,,,
5/06/19,0.01,76,48,1,,,,,,,1,,,,,,,,,,,
5/07/19,0.16,51,41,1,,,,,,,1,,,,,,,,,,,
5/08/19,0,61,41,,,,,,,,,,,,,,,,,,,
5/09/19,0.06,73,48,,,,,,,,1,,,,,,,,,,,
5/10/19,0,64,47,,,,,,,,,,,,,,,,,,,
5/11/19,0,58,42,,,,,,,,,,,,,,,,,,,
5/12/19,0.06,55,43,1,,,,,,,,,,,,,,,,,,
5/13/19,0.05,56,46,1,,,,,,,,,,,,,,,,,,
5/14/19,0,70,42,,,,,,,,,,,,,,,,,,,
5/15/19,0,74,45,,,,,,,,1,,,,,,,,,,,
5/16/19,0,76,53,,,,,,,,1,,,,,,,,,,,
5/17/19,0,65,54,,,,,,,,1,,,,,,,,,,,
5/18/19,0.46,72,49,1,,,,,,,1,,,,,,,,,,,
5/19/19,0.34,80,56,1,,,,,,,1,,,,,,,,,,,
5/20/19,0,63,47,,,,,,,,,,,,,,,,,,,
5/21/19,0,62,42,,,,,,,,,,,,,,,,,,,
5/22/19,0.27,68,51,1,,,,,,,1,,,,,,,,,,,
5/23/19,0.1,79,56,1,,1,,,,,1,,,,,,,,,,,
5/24/19,0,71,53,,,,,,,,,,,,,,,,,,,
5/25/19,0.05,87,58,,,,,,,,1,,,,,,,,,,,
5/26/19,0.02,71,55,1,,,,,,,1,,,,,,,,,,,
5/27/19,0.14,73,50,1,,,,,,,1,,,,,,,,,,,
5/28/19,0,83,57,1,1,,,,,,1,,,,,,,,,,,
5/29/19,0.19,71,56,1,,1,,,,,1,,,,,,,,,,,
5/30/19,0.25,72,60,1,,1,,,,,1,,,,,,,,,,,
5/31/19,0,81,55,1,,,,,,,1,,,,,,,,,,,
6/01/19,0.64,78,61,1,,1,,,,,1,,,,,,,,,,,
6/02/19,0,72,53,1,,,,,,,1,,,,,,,,,,,
6/03/19,0,67,45,,,,,,,,,,,,,,,,,,,
6/04/19,0.04,75,51,1,,,,,,,1,,,,,,,,,,,
6/05/19,0.17,83,62,1,,1,,,,,1,,,,,,,,,,,
6/06/19,0,73,58,1,,,,,,,1,,,,,,,,,,,
6/07/19,0,79,57,1,,,,,,,1,,,,,,,,,,,
6/08/19,0,81,57,,,,,,,,,,,,,,,,,,,
6/09/19,0.04,77,67,1,,,,,,,1,,,,,,,,,,,
6/10/19,0.17,73,55,1,,,,,,,1,,,,,,,,,,,
6/11/19,0,78,49,,,,,,,,,,,,,,,,,,,
6/12/19,0.05,77,58,1,,,,,,,,,,,,,,,,,,
6/13/19,0.15,64,52,1,,,,,,,1,,,,,,,,,,,
6/14/19,0,75,48,,,,,,,,,,,,,,,,,,,
6/15/19,0.04,71,61,1,,,,,,,1,,,,,,,,,,,
6/16/19,0.44,64,56,1,,,,,,,1,,,,,,,,,,,
6/17/19,0,73,58,,,,,,,,1,,,,,,,,,,,
6/18/19,0,78,58,,,,,,,,1,,,,,,,,,,,
6/19/19,0,81,61,1,,,,,,,1,,,,,,,,,,,
6/20/19,0.51,68,57,1,,,,,,,,,,,,,,,,,,
6/21/19,0,78,55,,,,,,,,,,,,,,,,,,,
6/22/19,0,77,54,,,,,,,,1,,,,,,,,,,,
6/23/19,0,79,54,,,,,,,,,,,,,,,,,,,
6/24/19,0.06,81,67,1,,,,,,,,,,,,,,,,,,
6/25/19,0,85,63,,,,,,,,,,,,,,,,,,,
6/26/19,0,87,67,,,,,,,,,,,,,,,,,,,
6/27/19,0,88,68,,,1,,,,,1,,,,,,,,,,,
6/28/19,0.53,91,68,,,1,,,,,1,,,,,,,,,,,
6/29/19,0.02,89,72,1,,1,,,,,1,,,,,,,,,,,
6/30/19,0,86,69,,,,,,,,1,,,,,,,,,,,
7/01/19,0,88,65,,,,,,,,1,,,,,,,,,,,
7/02/19,0.02,92,73,,,1,,,,,1,,,,,,,,,,,
7/03/19,0.01,85,71,1,,,,,,,1,,,,,,,,,,,
7/04/19,0,88,69,,,1,,,,,1,,,,,,,,,,,
7/05/19,0.21,92,72,1,,1,,,,,1,,,,,,,,,,,
7/06/19,0.21,89,71,1,,1,,,,,1,,,,,,,,,,,
7/07/19,0,83,66,,,,,,,,1,,,,,,,,,,,
7/08/19,0,81,59,,,,,,,,1,,,,,,,,,,,
7/09/19,0,83,60,,,,,,,,1,,,,,,,,,,,
7/10/19,0,92,65,,,,,,,,1,,,,,,,,,,,
7/11/19,0,88,67,,,,,,,,,,,,,,,,,,,
7/12/19,0,81,61,,,,,,,,,,,,,,,,,,,
7/13/19,0,92,64,1,,,,,,,1,,,,,,,,,,,
7/14/19,0,87,68,,,,,,,,,,,,,,,,,,,
7/15/19,0.15,89,65,1,,1,,,,,1,,,,,,,,,,,
7/16/19,0.03,85,72,1,,1,,,,,1,,,,,,,,,,,
7/17/19,0.09,91,73,1,,,,,,,1,,,,,,,,,,,
7/18/19,0.01,89,67,,,1,,,,,1,,,,,,,,,,,
7/19/19,1.61,94,72,1,,1,,1,,,1,,,,,,,,,,,
7/20/19,0,97,74,1,,1,,,,,1,,,,,,,,,,,
7/21/19,0.16,84,66,1,,1,,,,,,,,,,,,,,,,
7/22/19,0.03,77,63,,,,,,,,,,,,,,,,,,,
7/23/19,0.01,80,58,1,,1,,,,,,,,,,,,,,,,
7/24/19,0,81,58,1,,,,,,,,,,,,,,,,,,
7/25/19,0,84,63,,,,,,,,,,,,,,,,,,,
7/26/19,0,84,65,,,,,,,,1,,,,,,,,,,,
7/27/19,0,87,69,,,,,,,,1,,,,,,,,,,,
7/28/19,0.03,90,72,,,,,,,,1,,,,,,,,,,,
7/29/19,0.06,90,71,1,,1,,,,,1,,,,,,,,,,,
7/30/19,0,85,68,1,,,,,,,1,,,,,,,,,,,
7/31/19,0,81,64,,,,,,,,,,,,,,,,,,,
8/01/19,0,83,59,,,,,,,,1,,,,,,,,,,,
8/02/19,0,84,59,,,,,,,,1,,,,,,,,,,,
8/03/19,0,87,61,,,,,,,,1,,,,,,,,,,,
8/04/19,0.29,89,67,1,,1,,,,,1,,,,,,,,,,,
8/05/19,0,89,67,1,,,,,,,1,,,,,,,,,,,
8/06/19,0.15,80,70,,,,,,,,1,,,,,,,,,,,
8/07/19,0,86,67,1,,,,,,,1,,,,,,,,,,,
8/08/19,0,85,65,,,,,,,,,,,,,,,,,,,
8/09/19,0,83,59,,,,,,,,1,,,,,,,,,,,
8/10/19,0,83,59,,,,,,,,,,,,,,,,,,,
8/11/19,0,85,62,,,,,,,,,,,,,,,,,,,
8/12/19,0,85,70,1,,1,,,,,,,,,,,,,,,,
8/13/19,0,88,71,1,,,,,,,1,,,,,,,,,,,
8/14/19,0,84,65,,,,,,,,,,,,,,,,,,,
8/15/19,0.32,81,66,1,,1,,,,,,,,,,,,,,,,
8/16/19,0,80,63,,,,,,,,1,,,,,,,,,,,
8/17/19,0.19,86,68,1,,1,,,,,1,,,,,,,,,,,
8/18/19,1.28,86,67,1,,1,,,,,,,,,,,,,,,,
8/19/19,0,84,66,1,,,,,,,1,,,,,,,,,,,
8/20/19,0.05,87,71,1,,1,,,,,1,,,,,,,,,,,
8/21/19,0.05,89,68,1,,,,,,,1,,,,,,,,,,,
8/22/19,0,79,63,,,,,,,,,,,,,,,,,,,
8/23/19,0,77,57,,,,,,,,1,,,,,,,,,,,
8/24/19,0,74,55,,,,,,,,,,,,,,,,,,,
8/25/19,0,77,61,,,,,,,,,,,,,,,,,,,
8/26/19,0.47,74,62,1,,,,,,,1,,,,,,,,,,,
8/27/19,0.34,82,68,1,,,,,,,,,,,,,,,,,,
8/28/19,0,78,62,,,,,,,,,,,,,,,,,,,
8/29/19,0,81,59,,,1,,,,,,,,,,,,,,,,
8/30/19,0,78,62,,,1,,,,,,,,,,,,,,,,
8/31/19,0,73,56,,,,,,,,,,,,,,,,,,,
9/01/19,0.13,68,61,1,,,,,,,,,,,,,,,,,,
9/02/19,0.37,82,63,1,,1,,,,,,,,,,,,,,,,
9/03/19,0.1,78,64,1,,1,,,,,1,,,,,,,,,,,
9/04/19,0.15,73,60,1,,1,,,,,,,,,,,,,,,,
9/05/19,0,75,56,,,,,,,,,,,,,,,,,,,
9/06/19,0.01,72,57,1,,,,,,,1,,,,,,,,,,,
9/07/19,0,76,62,,,,,,,,,,,,,,,,,,,
9/08/19,0,70,57,,,,,,,,,,,,,,,,,,,
9/09/19,0,71,57,,,,,,,,,,,,,,,,,,,
9/10/19,0,87,62,,,,,,,,1,,,,,,,,,,,
9/11/19,0.94,89,69,1,,1,,,,,1,,,,,,,,,,,
9/12/19,0.16,73,65,1,,1,,,,,1,,,,,,,,,,,
9/13/19,0.4,86,65,1,,1,,,,,1,,,,,,,,,,,
9/14/19,0,76,58,,,,,,,,,,,,,,,,,,,
9/15/19,0.08,75,59,,,,,,,,1,,,,,,,,,,,
9/16/19,0,80,66,,,,,,,,1,,,,,,,,,,,
9/17/19,0,76,62,1,,,,,,,1,,,,,,,,,,,
9/18/19,0,78,59,1,,,,,,,1,,,,,,,,,,,
9/19/19,0,77,59,1,,,,,,,1,,,,,,,,,,,
9/20/19,0,84,63,1,,,,,,,1,,,,,,,,,,,
9/21/19,0.23,85,67,1,1,1,,,,,1,,,,,,,,,,,
9/22/19,0,86,72,,,,,,,,,,,,,,,,,,,
9/23/19,0.01,77,59,1,,,,,,,,,,,,,,,,,,
9/24/19,0,77,56,,,,,,,,,,,,,,,,,,,
9/25/19,0,77,59,,,,,,,,1,,,,,,,,,,,
9/26/19,0.01,71,53,,,,,,,,,,,,,,,,,,,
9/27/19,0.33,77,50,1,,1,,,,,1,,,,,,,,,,,
9/28/19,0.41,71,56,1,,1,,,,,,,,,,,,,,,,
9/29/19,0.06,63,54,1,,,,,,,,,,,,,,,,,,
9/30/19,0.05,77,57,1,,,,,,,1,,,,,,,,,,,
10/01/19,0,89,67,1,,,,,,,,,,,,,,,,,,
10/02/19,0.46,76,55,1,,,,,,,,,,,,,,,,,,
10/03/19,0.49,71,55,1,,,,,,,,,,,,,,,,,,
10/04/19,0,61,47,,,,,,,,,,,,,,,,,,,
10/05/19,0,63,47,,,,,,,,,,,,,,,,,,,
10/06/19,0.12,71,58,1,,,,,,,1,,,,,,,,,,,
10/07/19,0,70,51,,,,,,,,,,,,,,,,,,,
10/08/19,0,69,45,,,,,,,,,,,,,,,,,,,
10/09/19,0,69,48,1,,,,,,,1,,,,,,,,,,,
10/10/19,0,71,49,1,,,,,,,1,,,,,,,,,,,
10/11/19,0.21,69,48,1,,,,,,,,,,,,,,,,,,
10/12/19,0.13,51,39,1,,,,,,,,,,,,,,,,,,
10/13/19,0,63,44,,,,,,,,,,,,,,,,,,,
10/14/19,0,54,40,,,,,,,,,,,,,,,,,,,
10/15/19,0,63,37,1,,,,,,,1,,,,,,,,,,,
10/16/19,0.16,63,47,1,,,,,,,1,,,,,,,,,,,
10/17/19,0,56,42,,,,,,,,,,,,,,,,,,,
10/18/19,0,56,36,,,,,,,,,,,,,,,,,,,
10/19/19,0,61,36,1,,,,,,,1,,,,,,,,,,,
10/20/19,0,69,45,1,,,,,,,1,,,,,,,,,,,
10/21/19,0.15,66,49,1,,,,,,,1,,,,,,,,,,,
10/22/19,0.04,62,47,,,,,,,,,,,,,,,,,,,
10/23/19,0,61,43,,,,,,,,,,,,,,,,,,,
10/24/19,0,56,47,,,,,,,,,,,,,,,,,,,
10/25/19,0,51,37,,,,,,,,1,,,,,,,,,,,
10/26/19,1.37,57,34,1,,,,,,,1,,,,,,,,,,,
10/27/19,0.01,59,44,1,,1,,,,,1,,,,,,,,,,,
10/28/19,0,65,40,1,,,,,,,,,,,,,,,,,,
10/29/19,0,60,45,1,1,,,,,,1,,,,,,,,,,,
10/30/19,0.38,47,42,1,,,,,,,,,,,,,,,,,,
10/31/19,0.89,47,35,1,,,,,,,,,,,,,,,,,,
11/01/19,0,42,35,,,,,,,,1,,,,,,,,,,,
11/02/19,0.03,48,37,,,,,1,,,,,,,,,,,,,,
11/03/19,0,47,33,,,,,,,,,,,,,,,,,,,
11/04/19,0.02,54,42,,,,,,,,,,,,,,,,,,,
11/05/19,0,48,31,,,,,,,,,,,,,,,,,,,
11/06/19,0,43,27,1,,,,,,,1,,,,,,,,,,,
11/07/19,0.03,38,25,1,,,,,,,,,,,,,,,,,,
11/08/19,0,39,22,,,,,,,,,,,,,,,,,,,
11/09/19,0,41,27,,,,,,,,,,,,,,,,,,,
11/10/19,0.03,47,34,1,,,,,,,1,,,,,,,,,,,
11/11/19,0.81,34,23,1,1,,,,,,1,,,,,,,,,,,
11/12/19,0.05,25,13,1,,,,,,,1,,,,,,,,,,,
11/13/19,0,25,7,1,,,,,,,1,,,,,,,,,,,
11/14/19,0,33,24,1,,,,,,,1,,,,,,,,,,,
11/15/19,0,36,26,1,,,,,,,1,,,,,,,,,,,
11/16/19,0,34,22,,,,,,,,,,,,,,,,,,,
11/17/19,0,40,21,1,,,,,,,1,,,,,,,,,,,
11/18/19,0,50,31,1,,,,,,,1,,,,,,,,,,,
11/19/19,0,41,29,1,,,,,,,1,,,,,,,,,,,
11/20/19,0,44,36,1,,,,,,,1,,,,,,,,,,,
11/21/19,0.06,52,39,1,,,,,,,1,,,,,,,,,,,
11/22/19,0,46,27,,,,,,,,,,,,,,,,,,,
11/23/19,0,39,24,1,,,,,,,1,,,,,,,,,,,
11/24/19,0.02,47,29,1,,,,,,,1,,,,,,,,,,,
11/25/19,0,51,37,1,,,,,,,1,,,,,,,,,,,
11/26/19,0.05,53,36,1,,,,,,,1,,,,,,,,,,,
11/27/19,0.55,56,39,1,,,,,,,1,,,,,,,,,,,
11/28/19,0,41,33,,,,,,,,,,,,,,,,,,,
11/29/19,0,38,32,,,,,,,,1,,,,,,,,,,,
11/30/19,0,40,32,,,,,,,,1,,,,,,,,,,,
12/01/19,0.38,44,36,1,,,,,,,,,,,,,,,,,,
12/02/19,0.01,38,31,1,,,,,,,,,,,,,,,,,,
12/03/19,0,35,29,1,,,,,,,1,,,,,,,,,,,
12/04/19,0,39,33,1,,,,,,,1,,,,,,,,,,,
12/05/19,0,39,32,,,,,,,,,,,,,,,,,,,
12/06/19,0,42,26,,,,,,,,1,,,,,,,,,,,
12/07/19,0,34,23,,,,,,,,,,,,,,,,,,,
12/08/19,0,49,30,,,,,,,,1,,,,,,,,,,,
12/09/19,0.22,51,47,1,,,,,,,1,,,,,,,,,,,
12/10/19,0.04,48,22,1,,,,,,,1,,,,,,,,,,,
12/11/19,0,26,17,,,,,,,,1,,,,,,,,,,,
12/12/19,0,35,15,1,,,,,,,1,,,,,,,,,,,
12/13/19,0,43,27,1,,,,,,,1,,,,,,,,,,,
12/14/19,0,43,31,1,,,,,,,1,,,,,,,,,,,
12/15/19,0,34,26,1,,,,,,,1,,,,,,,,,,,
12/16/19,0,36,28,,,,,,,,1,,,,,,,,,,,
12/17/19,0,35,28,,,,,,,,1,,,,,,,,,,,
12/18/19,0.02,30,11,1,,,,,,,1,1,,,,,,,,,,
12/19/19,0,31,10,,,,,,,,1,,,,,,,,,,,
12/20/19,0,36,20,,,,,,,,1,,,,,,,,,,,
12/21/19,0,47,26,1,,,,,,,1,,,,,,,,,,,
12/22/19,0,51,27,1,,,,,,,1,,,,,,,,,,,
12/23/19,0,54,33,1,,,,,,,1,,,,,,,,,,,
12/24/19,0,41,31,1,1,,,,,,1,,,,,,,,,,,
12/25/19,0,54,31,1,1,,,,,,1,,,,,,,,,,,
12/26/19,0,58,34,1,,,,,,,,,,,,,,,,,,
12/27/19,0,56,36,1,,,,,,,1,,,,,,,,,,,
12/28/19,0,40,33,1,,,,,,,1,,,,,,,,,,,
12/29/19,0.95,50,36,1,1,,,,,,1,,,,,,,,,,,
12/30/19,0.62,51,33,1,1,1,,,,,,,,,,,,,,,,
12/31/19,0.05,35,28,1,,,,,,,1,1,,,,,,,,,,
1/01/20,0,38,26,1,,,,,1,,1,,,,,,,,,,,
1/02/20,0,48,35,,,,,,,,,,,,,,,,,,,
1/03/20,0,45,39,1,,,,,,,1,,,,,,,,,,,
1/04/20,0.01,39,30,1,,,,,,,1,,,,,,,,,,,
1/05/20,0.04,39,30,1,1,,,,,,,,,,,,,,,,,
1/06/20,0,44,30,,,,,,,,,,,,,,,,,,,
1/07/20,0.03,43,27,1,,,,,,,1,,,,,,,,,,,
1/08/20,0.05,33,16,1,1,,,,,,,1,,,,,,,,,,
1/09/20,0,49,16,,,,,,,,,,,,,,,,,,,
1/10/20,0.32,49,43,1,1,,,,,,,,,,,,,,,,,
1/11/20,2.06,55,33,1,,,,,,,,,,,,,,,,,,
1/12/20,0.18,33,23,1,,,1,,1,,,,,,,,,,,,,
1/13/20,0.01,38,27,1,,,,,,,1,,,,,,,,,,,
1/14/20,0,42,32,1,,,,,,,1,,,,,,,,,,,
1/15/20,0.03,40,28,1,,,,,,,1,,,,,,,,,,,
1/16/20,0,37,23,,,,,,,,,,,,,,,,,,,
1/17/20,0,27,18,,,,,,,,,,,,,,,,,,,
1/18/20,0.82,39,24,1,,,1,,1,,,,,,,,,,,,,
1/19/20,0.01,26,15,1,,,,,,,1,1,,,,,,,,,,
1/20/20,0,27,13,,,,,,,,,,,,,,,,,,,
1/21/20,0,29,19,1,,,,,,,1,,,,,,,,,,,
1/22/20,0,31,17,1,,,,,,,1,,,,,,,,,,,
1/23/20,0,36,25,,,,,,,,1,,,,,,,,,,,
1/24/20,0.47,39,34,1,1,,,,,,1,,,,,,,,,,,
1/25/20,0.06,38,33,1,1,,,,,,,,,,,,,,,,,
1/26/20,0.03,36,33,1,,,,,,,,,,,,,,,,,,
1/27/20,0,36,33,1,,,,,,,,,,,,,,,,,,
1/28/20,0,36,31,1,,,,,,,,,,,,,,,,,,
1/29/20,0,32,30,,,,,,,,1,,,,,,,,,,,
1/30/20,0,34,29,,,,,,,,1,,,,,,,,,,,
1/31/20,0,33,26,1,,,,,,,1,,,,,,,,,,,
2/01/20,0.05,35,23,1,,,,,,,1,,,,,,,,,,,
2/02/20,0,53,33,1,,,,,,,,,,,,,,,,,,
2/03/20,0,52,31,1,,,,,,,1,,,,,,,,,,,
2/04/20,0,38,32,1,,,,,,,1,,,,,,,,,,,
2/05/20,0.1,32,23,1,,,,,,,,,,,,,,,,,,
2/06/20,0.1,29,24,1,,,,,,,,,,,,,,,,,,
2/07/20,0.02,35,27,1,,,,,,,,,,,,,,,,,,
2/08/20,0.04,29,25,1,,,,,,,1,,,,,,,,,,,
2/09/20,0.17,35,23,1,1,,,,,,1,,,,,,,,,,,
2/10/20,0,36,32,1,,,,,,,1,,,,,,,,,,,
2/11/20,0,40,27,,,,,,,,1,,,,,,,,,,,
2/12/20,0.03,35,24,1,,,,,,,1,,,,,,,,,,,
2/13/20,0.09,33,15,1,,,,,,,,,,,,,,,,,,
2/14/20,0,21,4,,,,,,,,,,,,,,,,,,,
2/15/20,0,34,10,,,,,,,,,,,,,,,,,,,
2/16/20,0,42,30,1,,,,,,,1,,,,,,,,,,,
2/17/20,0.01,35,24,1,,,,,,,1,,,,,,,,,,,
2/18/20,0.02,41,28,1,,,,,,,1,,,,,,,,,,,
2/19/20,0,32,20,,,,,,,,1,,,,,,,,,,,
2/20/20,0,27,16,,,,,,,,1,,,,,,,,,,,
2/21/20,0,36,14,,,,,,,,,,,,,,,,,,,
2/22/20,0,47,24,,,,,,,,,,,,,,,,,,,
2/23/20,0,54,27,,,,,,,,,,,,,,,,,,,
2/24/20,0.1,50,32,1,,,,,,,1,,,,,,,,,,,
2/25/20,0.12,39,31,1,,,,,,,1,,,,,,,,,,,
2/26/20,0.31,32,24,1,,,,,,,,1,,,,,,,,,,
2/27/20,0,26,19,1,,,,,,,1,1,,,,,,,,,,
2/28/20,0,29,21,,,,,,,,,,,,,,,,,,,
2/29/20,0,34,19,,,,,,,,,,,,,,,,,,,
3/01/20,0,44,18,,,,,,,,,,,,,,,,,,,
3/02/20,0.29,53,39,1,,,,,,,1,,,,,,,,,,,
3/03/20,0,50,31,1,,,,,,,1,,,,,,,,,,,
3/04/20,0,48,31,,,,,,,,1,,,,,,,,,,,
3/05/20,0.03,48,25,1,,,,,,,1,,,,,,,,,,,
3/06/20,0.02,37,30,1,,,,,,,,,,,,,,,,,,
3/07/20,0,45,22,,,,,,,,,,,,,,,,,,,
3/08/20,0,61,33,,,,,,,,,,,,,,,,,,,
3/09/20,0.06,63,47,1,,,,,,,1,,,,,,,,,,,
3/10/20,0.13,54,35,1,,,,,,,,,,,,,,,,,,
3/11/20,0,45,33,1,,,,,,,1,,,,,,,,,,,
3/12/20,0,50,38,1,,,,,,,1,,,,,,,,,,,
3/13/20,0.02,49,35,1,,,,,,,1,,,,,,,,,,,
3/14/20,0,37,31,,,,,,,,,,,,,,,,,,,
3/15/20,0,46,29,,,,,,,,,,,,,,,,,,,
3/16/20,0,47,25,1,,,,,,,1,,,,,,,,,,,
3/17/20,0,53,36,1,,,,,,,1,,,,,,,,,,,
3/18/20,0.5,46,32,1,,,,,,,1,,,,,,,,,,,
3/19/20,0.3,53,40,1,,,,,,,1,,,,,,,,,,,
3/20/20,0.04,65,30,1,,,,,,,,,,,,,,,,,,
3/21/20,0,39,25,,,,,,,,,,,,,,,,,,,
3/22/20,0.1,39,21,1,,,,,,,,,,,,,,,,,,
3/23/20,0.09,44,32,1,,,,,,,1,,,,,,,,,,,
3/24/20,0,43,36,,,,,,,,1,,,,,,,,,,,
3/25/20,0,57,31,1,,,,,,,1,,,,,,,,,,,
3/26/20,0.23,60,41,1,,,,,,,1,,,,,,,,,,,
3/27/20,0.08,46,36,1,,,,,,,1,,,,,,,,,,,
3/28/20,1.82,51,40,1,,1,,,,,,,,,,,,,,,,
3/29/20,0.12,63,46,1,,1,,,,,1,,,,,,,,,,,
3/30/20,0,48,41,,,,,,,,,,,,,,,,,,,
3/31/20,0.03,44,39,1,,,,,,,1,,,,,,,,,,,
4/01/20,0,50,40,1,,,,,,,1,,,,,,,,,,,
4/02/20,0,61,36,,,,,,,,,,,,,,,,,,,
4/03/20,0,65,35,,,,,,,,,,,,,,,,,,,
4/04/20,0,60,37,1,,,,,,,,,,,,,,,,,,
4/05/20,0,58,40,,,,,,,,1,,,,,,,,,,,
4/06/20,0,57,34,1,,,,,,,1,,,,,,,,,,,
4/07/20,0.63,71,43,1,,1,,,,,1,,,,,,,,,,,
4/08/20,0.07,72,50,1,1,1,,,,,1,,,,,,,,,,,
4/09/20,0.05,50,34,,,1,,,,,1,,,,,,,,,,,
4/10/20,0.01,47,32,,,,,,,,1,,,,,,,,,,,
